,country,year,gdp,electricity_demand,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,low_carbon_electricity,nuclear_electricity,oil_electricity,renewables_electricity,solar_electricity,wind_electricity
16145,Portugal,2013,250.243334144,53.31,50.53,3.05,11.84,21.06,7.23,13.73,29.47,0.0,1.99,29.47,0.48,12.01
16146,Portugal,2014,252.484943872,52.86,51.96,3.05,11.95,20.39,6.83,15.57,31.57,0.0,1.61,31.57,0.63,12.11
16147,Portugal,2015,256.50675712,53.53,51.26,3.1,14.73,26.9,10.56,8.66,24.36,0.0,1.61,24.36,0.8,11.6
16148,Portugal,2016,260.12213248,54.04,59.13,3.07,12.63,26.83,12.58,15.72,32.3,0.0,1.62,32.3,0.87,12.47
16149,Portugal,2017,269.24302336,55.02,57.7,3.22,14.67,35.12,18.89,5.9,22.58,0.0,1.56,22.58,0.99,12.25
16150,Portugal,2018,276.343586816,55.75,58.41,3.16,12.01,29.0,15.61,12.39,29.41,0.0,1.38,29.41,1.01,12.62
16452,Romania,1990,127.957827584,73.78,64.3,0.0,18.5,52.89,22.57,11.41,11.41,0.0,11.82,11.41,0.0,0.0
16453,Romania,1991,114.092097536,63.85,56.8,0.0,15.61,42.21,20.47,14.59,14.59,0.0,6.13,14.59,0.0,0.0
16454,Romania,1992,108.239806464,58.21,54.01,0.0,18.34,42.31,19.47,11.7,11.7,0.0,4.5,11.7,0.0,0.0
16455,Romania,1993,113.423130624,57.23,55.36,0.0,19.09,42.59,18.0,12.77,12.77,0.0,5.5,12.77,0.0,0.0
16456,Romania,1994,121.572614144,55.76,55.04,0.0,19.63,41.99,16.57,13.05,13.05,0.0,5.79,13.05,0.0,0.0
16457,Romania,1995,134.463635456,59.35,59.05,0.0,20.59,42.36,15.97,16.69,16.69,0.0,5.8,16.69,0.0,0.0
16458,Romania,1996,144.370663424,61.84,61.03,0.0,20.47,43.88,16.71,15.76,17.15,1.39,6.7,15.76,0.0,0.0
16459,Romania,1997,143.287533568,56.94,56.72,0.01,16.86,33.8,10.08,17.51,22.92,5.4,6.86,17.52,0.0,0.0
16460,Romania,1998,142.127284224,53.38,52.99,0.01,14.49,28.79,10.16,18.88,24.2,5.31,4.14,18.89,0.0,0.0
16461,Romania,1999,146.47689216,49.64,50.47,0.0,14.68,26.98,8.44,18.29,23.49,5.2,3.86,18.29,0.0,0.0
16462,Romania,2000,156.815900672,50.86,51.56,0.0,18.92,31.32,9.0,14.78,20.24,5.46,3.4,14.78,0.0,0.0
16463,Romania,2001,171.448598528,52.24,53.55,0.0,19.7,33.18,8.07,14.92,20.37,5.45,5.41,14.92,0.0,0.0
16464,Romania,2002,185.753403392,51.57,54.42,0.0,20.31,32.86,8.97,16.05,21.56,5.51,3.58,16.05,0.0,0.0
16465,Romania,2003,199.208615936,52.76,54.84,0.0,23.34,36.67,9.7,13.26,18.17,4.91,3.63,13.26,0.0,0.0
16466,Romania,2004,222.641553408,55.31,56.49,0.0,21.48,34.43,10.46,16.51,22.06,5.55,2.49,16.51,0.0,0.0
16467,Romania,2005,237.71521024,56.51,59.41,0.01,21.91,33.64,9.61,20.21,25.77,5.55,2.12,20.22,0.0,0.0
16468,Romania,2006,267.838078976,58.43,62.7,0.0,25.15,38.71,11.83,18.36,23.99,5.63,1.73,18.36,0.0,0.0
16469,Romania,2007,296.749072384,59.59,61.68,0.04,25.1,37.96,11.56,15.97,23.72,7.71,1.3,16.01,0.0,0.0
16470,Romania,2008,330.879238144,60.7,64.95,0.02,25.82,36.5,9.92,17.2,28.45,11.23,0.76,17.22,0.0,0.0
16471,Romania,2009,318.474878976,55.43,57.73,0.01,21.74,30.43,7.63,15.53,27.3,11.75,1.06,15.55,0.0,0.01
16472,Romania,2010,326.789267456,58.34,60.61,0.11,20.68,28.69,7.26,19.88,31.92,11.62,0.75,20.3,0.0,0.31
16473,Romania,2011,341.00445184,60.09,62.0,0.2,24.78,33.93,8.36,14.73,28.07,11.75,0.79,16.32,0.0,1.39
16474,Romania,2012,339.48975104,59.03,58.78,0.21,22.9,32.38,8.72,12.07,26.4,11.47,0.76,14.93,0.01,2.64
16475,Romania,2013,354.085470208,56.53,58.55,0.25,16.94,26.78,9.26,14.96,31.77,11.62,0.58,20.15,0.42,4.52
16476,Romania,2014,363.278368768,58.06,65.19,0.5,17.76,26.39,8.1,18.8,38.8,11.68,0.53,27.12,1.62,6.2
16477,Romania,2015,377.295405056,59.19,65.92,0.52,18.13,28.09,9.39,16.63,37.83,11.64,0.57,26.19,1.98,7.06
16478,Romania,2016,345.27379456,59.57,64.59,0.53,15.88,26.33,9.65,18.03,38.26,11.29,0.8,26.97,1.82,6.59
16479,Romania,2017,369.827774464,61.06,63.95,0.53,16.78,28.15,10.66,14.49,35.8,11.51,0.71,24.29,1.86,7.41
16480,Romania,2018,386.236481536,61.9,64.44,0.44,15.65,26.87,10.52,17.66,37.57,11.38,0.7,26.19,1.77,6.32
16500,Russia,2000,1540.482793472,819.42,833.47,0.07,164.74,546.8,347.44,164.08,286.67,122.46,34.62,164.21,0.0,0.0
16501,Russia,2001,1650.35442176,827.29,843.23,0.11,158.14,543.77,353.01,173.9,299.46,125.36,32.62,174.1,0.0,0.0
16502,Russia,2002,1773.704445952,838.78,846.88,0.16,159.59,550.19,360.46,162.22,296.69,134.14,30.14,162.55,0.0,0.01
16503,Russia,2003,1946.812547072,855.41,868.79,0.34,161.3,571.19,381.0,155.76,297.6,141.17,28.89,156.43,0.0,0.01
16504,Russia,2004,2135.166287872,878.61,886.23,0.42,150.6,572.11,395.63,175.82,314.12,137.47,25.88,176.65,0.0,0.01
16505,Russia,2005,2320.883253248,889.42,901.8,0.42,154.99,590.64,411.54,172.68,311.16,137.64,24.11,173.52,0.0,0.01
16506,Russia,2006,2565.919997952,926.6,942.41,0.48,167.46,623.47,428.84,173.35,318.94,144.65,27.17,174.29,0.0,0.0
16507,Russia,2007,2852.284792832,948.13,960.93,0.45,159.15,634.94,455.98,177.05,325.99,147.99,19.81,178.0,0.0,0.01
16508,Russia,2008,3070.32096768,967.32,984.95,0.46,184.36,667.2,463.56,164.76,317.75,152.06,19.28,165.69,0.0,0.0
16509,Russia,2009,2897.514594304,925.42,940.28,0.47,153.74,612.39,439.39,174.18,327.89,152.78,19.26,175.11,0.0,0.0
16510,Russia,2010,3099.42288384,965.89,983.34,0.5,155.63,656.45,487.74,166.48,326.89,159.41,13.08,167.48,0.0,0.0
16511,Russia,2011,3300.296753152,976.86,999.41,0.52,154.03,670.51,486.62,165.84,328.9,162.02,29.86,166.88,0.0,0.0
16512,Russia,2012,3421.750689792,998.24,1014.72,0.47,158.42,681.58,492.71,165.9,333.14,166.29,30.45,166.85,0.0,0.0
16513,Russia,2013,3473.313366016,990.73,1004.41,0.45,151.78,660.99,496.93,181.15,343.42,161.38,12.28,182.04,0.0,0.0
16514,Russia,2014,3559.951171584,1000.46,1008.51,0.52,148.34,662.93,499.93,175.27,345.58,169.07,14.66,176.51,0.16,0.1
16515,Russia,2015,3463.078477824,999.4,1011.06,0.45,148.57,658.86,496.41,167.99,352.2,182.81,13.88,169.39,0.34,0.15
16516,Russia,2016,3461.967511552,1019.63,1034.13,0.42,160.64,663.99,488.9,184.61,370.14,184.05,14.45,186.09,0.46,0.15
16517,Russia,2017,3524.07519232,1026.54,1037.14,0.49,163.77,660.38,485.89,185.01,376.76,190.12,10.72,186.64,0.56,0.14
16518,Russia,2018,3613.410459648,1035.0,1047.6,0.48,166.75,672.84,494.49,191.14,374.76,181.76,11.6,193.0,0.72,0.23
17190,Singapore,2000,153.483296768,29.0,29.0,0.0,0.0,29.0,9.91,0.0,0.0,0.0,19.09,0.0,0.0,0.0
17191,Singapore,2001,153.706151936,32.05,32.05,0.0,0.0,32.05,14.72,0.0,0.0,0.0,17.33,0.0,0.0,0.0
17192,Singapore,2002,161.95780608,33.53,33.53,0.0,0.0,33.53,18.2,0.0,0.0,0.0,15.33,0.0,0.0,0.0
17193,Singapore,2003,171.01807616,34.21,34.21,0.0,0.0,34.21,18.57,0.0,0.0,0.0,15.64,0.0,0.0,0.0
17194,Singapore,2004,189.425549312,35.56,35.56,0.0,0.0,35.56,20.43,0.0,0.0,0.0,15.13,0.0,0.0,0.0
17195,Singapore,2005,205.87126784,36.84,36.84,0.0,0.0,36.84,22.5,0.0,0.0,0.0,14.34,0.0,0.0,0.0
17196,Singapore,2006,226.597797888,38.03,38.03,0.0,0.0,38.03,23.89,0.0,0.0,0.0,14.14,0.0,0.0,0.0
17197,Singapore,2007,249.98780928,39.64,39.64,0.0,0.0,39.64,26.7,0.0,0.0,0.0,12.94,0.0,0.0,0.0
17198,Singapore,2008,257.28024576,40.27,40.27,0.0,0.0,40.27,27.95,0.0,0.0,0.0,12.32,0.0,0.0,0.0
17199,Singapore,2009,258.565505024,40.47,40.47,0.0,0.0,40.47,28.44,0.0,0.0,0.0,12.03,0.0,0.0,0.0
17200,Singapore,2010,301.275578368,43.05,43.05,0.0,0.0,43.05,30.34,0.0,0.0,0.0,12.71,0.0,0.0,0.0
17201,Singapore,2011,323.579838464,43.67,43.67,0.0,0.0,43.66,30.96,0.0,0.01,0.0,12.7,0.01,0.01,0.0
17202,Singapore,2012,336.10842112,44.52,44.52,0.0,0.0,44.51,33.47,0.0,0.01,0.0,11.04,0.01,0.01,0.0
17203,Singapore,2013,352.915685376,45.66,45.66,0.14,0.0,45.5,40.56,0.0,0.16,0.0,4.94,0.16,0.02,0.0
17204,Singapore,2014,365.52114176,46.96,46.96,0.24,0.0,46.68,44.6,0.0,0.28,0.0,2.08,0.28,0.04,0.0
17205,Singapore,2015,372.585824256,47.86,47.86,0.34,0.0,47.45,45.54,0.0,0.41,0.0,1.91,0.41,0.07,0.0
17206,Singapore,2016,380.02720768,49.11,49.11,0.38,0.0,48.58,47.15,0.0,0.53,0.0,1.43,0.53,0.15,0.0
17207,Singapore,2017,396.507480064,49.71,49.71,0.38,0.0,49.16,47.4,0.0,0.55,0.0,1.76,0.55,0.17,0.0
17208,Singapore,2018,410.1398528,50.54,50.54,0.43,0.0,49.87,48.56,0.0,0.67,0.0,1.31,0.67,0.24,0.0
17488,South Africa,2000,340.328906752,198.38,196.47,0.44,181.68,181.68,0.0,1.34,14.79,13.01,0.0,1.78,0.0,0.0
17489,South Africa,2001,356.322443264,196.79,196.54,0.39,183.37,183.37,0.0,2.06,13.17,10.72,0.0,2.45,0.0,0.0
17490,South Africa,2002,376.468996096,204.21,203.58,0.42,188.79,188.79,0.0,2.36,14.79,11.99,0.0,2.8,0.02,0.0
17491,South Africa,2003,394.999857152,214.73,218.25,0.38,204.4,204.4,0.0,0.78,13.85,12.66,0.0,1.19,0.02,0.01
17492,South Africa,2004,420.863967232,223.0,228.23,0.35,212.63,212.63,0.0,0.94,15.6,14.28,0.0,1.32,0.02,0.01
17493,South Africa,2005,451.561291776,225.0,229.22,0.39,215.16,215.24,0.08,1.32,13.98,12.24,0.0,1.74,0.02,0.01
17494,South Africa,2006,485.980667904,232.79,236.6,0.38,223.23,223.25,0.02,2.87,13.35,10.07,0.0,3.28,0.02,0.01
17495,South Africa,2007,521.805725696,243.66,246.81,0.4,231.75,232.92,0.08,0.86,13.89,12.6,1.09,1.29,0.02,0.01
17496,South Africa,2008,548.744658944,237.12,240.72,0.42,226.11,226.32,0.08,1.19,14.4,12.75,0.13,1.65,0.02,0.02
17497,South Africa,2009,550.669123584,229.84,231.6,0.42,218.11,218.17,0.01,1.39,13.43,11.57,0.05,1.86,0.02,0.03
17498,South Africa,2010,578.235138048,240.52,242.99,0.37,226.63,227.58,0.76,2.09,15.41,12.9,0.19,2.51,0.02,0.03
17499,South Africa,2011,608.683556864,241.41,244.48,0.38,227.56,229.06,0.83,2.04,15.42,12.94,0.67,2.48,0.02,0.04
17500,South Africa,2012,622.114308096,235.87,240.9,0.39,223.39,226.85,1.66,1.19,14.05,12.4,1.8,1.65,0.03,0.04
17501,South Africa,2013,637.619470336,234.01,238.51,0.44,217.08,223.29,2.8,1.11,15.22,13.61,3.41,1.61,0.05,0.01
17502,South Africa,2014,648.455192576,233.9,236.56,0.34,212.05,218.42,2.9,0.9,18.14,14.76,3.47,3.38,1.08,1.06
17503,South Africa,2015,656.850354176,230.4,231.95,0.29,211.28,214.99,0.0,0.8,16.96,10.97,3.71,5.99,2.4,2.5
17504,South Africa,2016,658.694340608,230.0,235.99,0.31,213.06,213.09,0.0,0.67,22.9,15.21,0.03,7.69,3.01,3.7
17505,South Africa,2017,668.014870528,231.26,237.89,0.36,212.66,212.77,0.0,0.81,25.12,15.09,0.11,10.03,3.94,4.92
17506,South Africa,2018,673.272168448,232.33,237.03,0.4,213.13,214.26,0.0,1.1,22.77,10.56,1.13,12.21,4.24,6.47
17734,South Korea,2000,1086.261690368,272.51,272.51,0.07,106.82,164.93,27.58,3.97,107.58,103.52,30.53,4.06,0.0,0.02
17735,South Korea,2001,1127.616217088,291.93,291.93,0.08,118.15,181.19,31.24,4.11,110.74,106.53,31.8,4.21,0.01,0.01
17736,South Korea,2002,1203.06663424,311.38,311.38,0.17,127.88,194.84,39.93,3.2,116.54,113.15,27.03,3.39,0.01,0.01
17737,South Korea,2003,1229.830488064,324.17,324.17,0.17,127.98,195.92,41.86,4.85,128.25,123.19,26.08,5.06,0.01,0.03
17738,South Korea,2004,1281.24387328,346.17,346.17,0.27,133.99,217.37,59.03,4.29,128.8,124.18,24.35,4.62,0.01,0.05
17739,South Korea,2005,1322.35460608,364.38,364.38,0.24,140.38,222.77,60.2,3.64,141.61,137.59,22.19,4.02,0.01,0.13
17740,South Korea,2006,1381.281431552,379.64,379.64,0.23,144.3,234.52,70.14,3.43,145.12,141.18,20.08,3.94,0.03,0.24
17741,South Korea,2007,1446.721486848,402.78,402.78,0.36,160.9,261.76,79.47,3.6,141.02,136.6,21.39,4.42,0.07,0.38
17742,South Korea,2008,1477.42523392,419.76,419.76,0.62,180.87,271.11,77.19,3.04,148.65,144.26,13.05,4.39,0.28,0.44
17743,South Korea,2009,1477.640585216,426.91,426.91,0.51,197.14,281.14,66.8,2.79,145.77,141.12,17.2,4.65,0.57,0.69
17744,South Korea,2010,1562.822836224,477.69,477.69,0.4,212.62,329.98,100.69,3.63,147.71,141.89,16.67,5.82,0.77,0.82
17745,South Korea,2011,1609.219833856,500.36,500.36,0.65,218.49,345.34,111.89,4.54,155.02,147.76,14.96,7.26,0.92,0.86
17746,South Korea,2012,1646.108213248,511.28,511.28,1.25,216.93,360.13,123.84,3.87,151.15,143.55,19.36,7.6,1.1,0.91
17747,South Korea,2013,1693.809246208,517.21,517.21,1.99,217.87,375.31,138.0,4.23,141.9,132.46,19.44,9.44,1.59,1.15
17748,South Korea,2014,1750.416228352,524.59,524.59,4.75,222.84,363.76,127.62,2.72,160.83,149.17,13.3,11.66,2.55,1.15
17749,South Korea,2015,1799.248019456,524.69,524.69,5.65,225.44,354.04,116.37,2.12,170.65,157.16,12.23,13.49,3.88,1.34
17750,South Korea,2016,1849.123405824,536.04,536.04,6.16,225.23,365.67,123.98,2.76,170.37,154.2,16.46,16.17,5.07,1.68
17751,South Korea,2017,1907.55569664,541.06,541.06,7.14,243.81,380.1,126.81,2.83,160.96,141.28,9.48,19.68,7.05,2.17
17752,South Korea,2018,1958.392102912,562.28,562.28,9.04,244.99,410.68,155.39,3.32,151.6,127.08,10.3,24.52,9.21,2.46
17948,Spain,1990,756.125007872,150.79,151.21,0.54,59.74,70.91,1.51,25.47,80.3,54.27,9.66,26.03,0.01,0.01
17949,Spain,1991,787.36654336,154.07,154.75,0.54,58.8,71.36,1.36,27.25,83.39,55.58,11.2,27.81,0.01,0.01
17950,Spain,1992,805.944623104,157.33,156.69,0.57,64.22,81.31,1.71,18.92,75.38,55.78,15.38,19.6,0.01,0.1
17951,Spain,1993,799.270240256,156.73,155.46,0.58,62.42,74.27,1.2,24.42,81.19,56.06,10.65,25.13,0.01,0.12
17952,Spain,1994,827.8065152,162.76,160.9,0.64,61.57,76.53,3.24,28.24,84.37,55.31,11.72,29.06,0.01,0.17
17953,Spain,1995,865.578975232,170.09,165.6,1.01,65.91,85.76,3.75,23.08,79.84,55.46,16.1,24.38,0.02,0.27
17954,Spain,1996,895.966511104,174.43,173.37,1.08,53.94,75.79,6.79,39.79,97.58,56.33,15.06,41.25,0.02,0.36
17955,Spain,1997,937.387425792,186.07,189.14,1.46,62.67,96.87,18.17,34.75,92.27,55.3,16.03,36.97,0.02,0.74
17956,Spain,1998,988.972449792,196.79,193.39,1.53,61.58,97.51,16.21,33.99,95.88,58.99,19.72,36.89,0.02,1.35
17957,Spain,1999,1044.70085632,211.35,205.63,1.62,73.61,119.57,19.06,22.82,86.06,58.85,26.9,27.21,0.03,2.74
17958,Spain,2000,1108.745388032,225.36,220.92,1.49,79.09,124.22,20.18,28.26,96.7,62.21,24.95,34.49,0.01,4.73
17959,Spain,2001,1164.389515264,236.52,233.07,1.63,70.27,120.06,23.36,40.89,113.01,63.71,26.43,49.3,0.02,6.76
17960,Spain,2002,1206.11274752,245.24,239.91,2.59,81.18,143.72,32.39,21.22,96.19,63.02,30.15,33.17,0.02,9.34
17961,Spain,2003,1254.5425408,258.56,257.3,3.18,74.73,139.67,39.37,40.48,117.63,61.88,25.57,55.75,0.02,12.07
17962,Spain,2004,1307.501395968,270.62,273.65,3.33,79.1,159.91,55.46,31.08,113.74,63.61,25.35,50.13,0.02,15.7
17963,Spain,2005,1365.024047104,283.12,284.46,2.65,79.06,184.65,79.01,18.39,99.81,57.54,26.58,42.27,0.05,21.18
17964,Spain,2006,1434.224295936,291.98,295.26,2.77,66.74,182.98,90.57,25.96,112.28,60.13,25.67,52.15,0.12,23.3
17965,Spain,2007,1498.934280192,295.78,301.53,2.9,72.8,188.13,94.8,27.31,113.4,55.1,20.53,58.3,0.52,27.57
17966,Spain,2008,1528.105271296,299.63,310.67,3.26,48.71,189.55,120.8,23.36,121.12,58.97,20.04,62.15,2.58,32.95
17967,Spain,2009,1486.563442688,283.43,291.53,3.49,35.91,164.69,107.75,26.41,126.84,52.76,21.03,74.08,6.06,38.12
17968,Spain,2010,1498.927202304,289.82,298.15,4.01,25.33,138.39,94.85,42.3,159.76,61.99,18.21,97.77,7.19,44.27
17969,Spain,2011,1495.441604608,285.28,291.37,4.61,43.98,146.12,85.51,30.6,145.25,57.72,16.63,87.53,9.4,42.92
17970,Spain,2012,1453.746159616,282.57,293.77,4.98,55.07,145.33,73.31,20.55,148.44,61.47,16.95,86.97,11.97,49.47
17971,Spain,2013,1429.21367552,274.71,281.46,5.8,39.94,113.32,57.54,36.87,168.14,56.73,15.84,111.41,13.1,55.64
17972,Spain,2014,1450.312204288,271.53,274.94,5.41,43.81,107.37,47.27,39.17,167.57,57.31,16.29,110.26,13.67,52.01
17973,Spain,2015,1497.526566912,277.34,277.47,5.76,51.37,123.19,52.5,28.14,154.28,57.2,19.32,97.08,13.86,49.32
17974,Spain,2016,1417.04429568,278.86,271.19,5.69,36.43,107.93,52.83,36.4,163.26,58.63,18.67,104.63,13.64,48.9
17975,Spain,2017,1458.0219904,282.07,272.9,6.08,45.13,126.93,64.04,18.32,145.97,58.04,17.76,87.93,14.4,49.13
17976,Spain,2018,1492.300201984,282.97,271.87,5.91,37.34,112.23,58.0,34.33,159.64,55.77,16.89,103.87,12.74,50.89
18294,Sweden,1990,240.23400448,144.21,145.98,1.94,1.08,3.35,0.42,72.5,142.63,68.18,1.85,74.45,0.0,0.01
18295,Sweden,1991,237.965099008,145.68,146.97,1.86,1.96,5.1,0.58,63.24,141.87,76.76,2.56,65.11,0.0,0.01
18296,Sweden,1992,235.76322048,143.77,145.93,2.01,1.8,6.02,0.79,74.33,139.91,63.54,3.43,76.37,0.0,0.03
18297,Sweden,1993,231.559217152,144.67,145.26,2.17,2.08,6.99,0.91,74.65,138.27,61.4,4.0,76.87,0.0,0.05
18298,Sweden,1994,241.527455744,142.96,142.7,2.23,2.61,8.14,0.86,59.1,134.56,73.16,4.67,61.4,0.0,0.07
18299,Sweden,1995,251.744239616,146.6,148.28,2.35,2.27,7.8,0.85,68.1,140.48,69.93,4.68,70.55,0.0,0.1
18300,Sweden,1996,256.500908032,146.75,140.61,2.12,3.69,12.34,0.68,51.74,128.27,74.27,7.97,54.0,0.0,0.14
18301,Sweden,1997,264.172109824,146.5,149.21,2.77,2.01,7.25,0.66,69.06,141.96,69.93,4.58,72.03,0.0,0.2
18302,Sweden,1998,276.042121216,148.09,158.79,2.78,2.04,7.11,0.53,75.0,151.68,73.58,4.54,78.1,0.0,0.32
18303,Sweden,1999,289.704280064,147.36,154.84,2.7,2.24,6.9,0.45,71.69,147.94,73.19,4.21,74.75,0.0,0.36
18304,Sweden,2000,303.45510912,149.91,145.23,4.1,1.64,4.77,0.48,78.58,140.46,57.32,2.65,83.14,0.0,0.46
18305,Sweden,2001,308.399210496,154.31,161.6,3.78,1.88,6.17,0.4,79.06,155.43,72.11,3.89,83.32,0.0,0.48
18306,Sweden,2002,317.464870912,152.06,146.7,4.18,2.37,7.44,0.56,66.36,139.26,68.11,4.51,71.15,0.0,0.61
18307,Sweden,2003,326.406144,148.22,135.39,4.51,2.85,9.24,0.73,53.54,126.15,67.42,5.66,58.73,0.0,0.68
18308,Sweden,2004,341.90524416,149.59,151.69,7.2,1.01,6.02,0.78,60.12,145.67,77.49,4.23,68.18,0.0,0.86
18309,Sweden,2005,354.498740224,150.97,158.36,7.49,0.65,4.76,0.6,72.8,153.6,72.38,3.51,81.22,0.0,0.93
18310,Sweden,2006,372.237959168,149.32,143.28,8.36,0.88,5.24,0.6,61.72,138.04,66.98,3.76,71.06,0.0,0.98
18311,Sweden,2007,387.885170688,150.14,148.82,9.84,0.65,4.42,0.83,66.16,144.4,66.97,2.94,77.43,0.0,1.43
18312,Sweden,2008,388.98368512,147.94,149.9,10.34,0.51,4.6,0.62,69.07,145.3,63.89,3.47,81.41,0.0,2.0
18313,Sweden,2009,373.029306368,141.29,136.6,11.46,0.51,4.62,1.56,65.85,131.98,52.17,2.55,79.81,0.01,2.49
18314,Sweden,2010,399.841820672,150.53,148.45,12.19,1.02,8.53,2.91,66.4,139.92,57.83,4.6,82.09,0.01,3.49
18315,Sweden,2011,397.621100544,143.05,150.28,11.54,0.66,5.72,1.58,66.43,144.56,60.47,3.48,84.09,0.01,6.11
18316,Sweden,2012,396.489588736,146.87,166.44,12.19,0.48,4.09,0.92,78.93,162.35,64.04,2.69,98.31,0.02,7.17
18317,Sweden,2013,401.409179648,143.03,153.03,11.45,0.65,3.88,0.85,61.36,149.15,66.46,2.38,82.69,0.04,9.84
18318,Sweden,2014,411.859910656,137.94,153.56,10.7,0.37,2.93,0.42,63.76,150.63,64.88,2.14,85.75,0.05,11.24
18319,Sweden,2015,428.683493376,139.4,162.0,10.77,0.39,3.15,0.45,75.31,158.85,56.35,2.31,102.5,0.1,16.32
18320,Sweden,2016,443.16360704,144.16,155.89,11.49,0.26,3.66,0.68,62.02,152.23,63.1,2.72,89.13,0.14,15.48
18321,Sweden,2017,454.543736832,145.24,164.23,12.08,0.32,3.47,0.33,65.14,160.76,65.7,2.82,95.06,0.23,17.61
18322,Sweden,2018,463.407448064,146.14,163.36,11.91,0.34,3.66,0.38,62.21,159.7,68.55,2.94,91.15,0.41,16.62
18673,Taiwan,2000,590.04551168,180.53,180.53,1.02,87.54,136.45,17.76,4.56,44.08,38.5,31.15,5.58,0.0,0.0
18674,Taiwan,2001,580.535844864,184.45,184.45,1.28,95.81,142.58,20.67,5.09,41.87,35.49,26.1,6.38,0.0,0.01
18675,Taiwan,2002,610.7234304,195.25,195.25,1.56,103.73,151.34,26.45,2.78,43.91,39.55,21.16,4.36,0.0,0.02
18676,Taiwan,2003,633.632587776,205.19,205.19,1.73,113.41,161.52,28.61,3.03,43.67,38.89,19.5,4.78,0.0,0.02
18677,Taiwan,2004,672.47177728,215.06,215.06,1.81,116.43,170.52,36.49,3.21,44.54,39.49,17.6,5.05,0.0,0.03
18678,Taiwan,2005,706.377285632,223.66,223.66,1.81,121.2,177.72,39.26,4.07,45.94,39.97,17.26,5.97,0.0,0.09
18679,Taiwan,2006,743.466663936,231.62,231.62,1.81,125.17,185.57,40.45,4.09,46.05,39.87,19.95,6.18,0.0,0.28
18680,Taiwan,2007,789.09210624,239.19,239.19,1.85,129.63,191.94,45.42,4.42,47.25,40.54,16.89,6.71,0.0,0.44
18681,Taiwan,2008,791.83151104,234.83,234.83,1.78,123.28,187.32,48.92,4.31,47.51,40.83,15.12,6.68,0.0,0.59
18682,Taiwan,2009,776.672313344,226.74,226.74,1.72,121.77,178.9,47.69,3.75,47.84,41.57,9.44,6.27,0.01,0.79
18683,Taiwan,2010,856.202805248,244.0,244.0,1.81,123.39,195.32,60.74,4.19,48.68,41.63,11.19,7.05,0.02,1.03
18684,Taiwan,2011,885.618245632,249.27,249.27,1.81,125.51,199.79,64.73,4.0,49.48,42.12,9.55,7.36,0.06,1.49
18685,Taiwan,2012,903.889158144,247.43,247.43,1.8,123.46,197.97,66.84,5.67,49.46,40.42,7.67,9.04,0.16,1.41
18686,Taiwan,2013,923.794866176,249.15,249.15,1.82,122.49,198.31,68.96,5.42,50.84,41.64,6.86,9.2,0.32,1.64
18687,Taiwan,2014,960.94584832,256.84,256.84,1.88,124.47,206.22,73.67,4.32,50.62,42.39,8.08,8.23,0.53,1.5
18688,Taiwan,2015,967.87693568,255.11,255.11,1.91,118.13,209.88,79.66,4.47,45.23,36.47,12.09,8.76,0.85,1.53
18689,Taiwan,2016,981.422637056,260.81,260.81,1.88,122.2,218.14,83.96,6.56,42.67,31.66,11.98,11.01,1.11,1.46
18690,Taiwan,2017,1013.917548544,266.93,266.93,1.83,128.91,233.81,92.1,5.45,33.12,22.45,12.8,10.67,1.67,1.72
18691,Taiwan,2018,1041.749573632,272.18,272.18,1.94,132.29,233.66,93.13,4.48,38.52,27.68,8.24,10.84,2.71,1.71
18948,Thailand,2000,595.846889472,92.34,89.52,0.49,16.98,83.14,57.01,5.89,6.38,0.0,9.15,6.38,0.0,0.0
18949,Thailand,2001,612.46734336,98.44,95.73,0.59,19.17,88.97,67.28,6.17,6.76,0.0,2.52,6.76,0.0,0.0
18950,Thailand,2002,645.971836928,104.2,101.58,0.7,17.98,93.51,73.55,7.37,8.07,0.0,1.98,8.07,0.0,0.0
18951,Thailand,2003,688.026353664,111.25,108.98,1.15,18.07,100.62,80.2,7.21,8.36,0.0,2.35,8.36,0.0,0.0
18952,Thailand,2004,726.679355392,120.21,117.09,1.73,19.19,109.46,84.91,5.9,7.63,0.0,5.36,7.63,0.0,0.0
18953,Thailand,2005,752.297639936,126.87,123.0,1.75,19.39,115.58,88.84,5.67,7.42,0.0,7.35,7.42,0.0,0.0
18954,Thailand,2006,784.687300608,133.8,129.23,1.87,23.04,119.41,88.94,7.95,9.82,0.0,7.43,9.82,0.0,0.0
18955,Thailand,2007,822.07506432,136.05,132.31,2.23,28.54,122.12,90.81,7.96,10.19,0.0,2.77,10.19,0.0,0.0
18956,Thailand,2008,830.943461376,138.2,136.38,2.0,28.83,127.43,97.65,6.95,8.95,0.0,0.95,8.95,0.0,0.0
18957,Thailand,2009,820.031258624,138.33,137.18,2.11,27.94,128.09,99.69,6.97,9.09,0.0,0.46,9.09,0.01,0.0
18958,Thailand,2010,876.003852288,156.23,150.29,3.2,28.35,141.72,112.8,5.35,8.57,0.0,0.57,8.57,0.02,0.0
18959,Thailand,2011,877.82129664,156.58,147.14,3.81,30.37,135.31,103.67,7.93,11.83,0.0,1.27,11.83,0.09,0.0
18960,Thailand,2012,941.351305216,165.77,157.15,4.35,32.0,143.73,110.47,8.43,13.42,0.0,1.26,13.42,0.5,0.14
