,country,year,coal_electricity,gas_electricity,nuclear_electricity,oil_electricity,solar_electricity,wind_electricity,growth_gdp
826,Turkey,2002,31.43,52.53,0.0,10.5,0.0,0.05,2.3079263281191995
827,Turkey,2003,31.42,63.54,0.0,9.0,0.0,0.06,2.460064539173971
828,Turkey,2004,33.57,62.27,0.0,7.59,0.0,0.06,2.699550235243664
829,Turkey,2005,42.2,73.48,0.0,6.13,0.0,0.06,2.9495748917790494
830,Turkey,2006,45.61,80.69,0.0,5.35,0.0,0.13,3.179885955674383
831,Turkey,2007,52.33,95.03,0.0,7.59,0.0,0.36,3.3584122003861565
832,Turkey,2008,56.38,98.68,0.0,8.83,0.0,0.85,3.4206116815461622
833,Turkey,2009,54.23,96.1,0.0,6.25,0.0,1.5,3.255060499934803
834,Turkey,2010,53.37,98.14,0.0,3.83,0.0,2.92,3.5964059451985877
835,Turkey,2011,64.59,104.05,0.0,2.55,0.0,4.72,3.9567034932492806
836,Turkey,2012,66.33,104.5,0.0,3.34,0.0,5.86,4.063597608297599
837,Turkey,2013,61.92,105.12,0.0,3.61,0.0,7.56,4.256125810017978
838,Turkey,2014,74.29,120.58,0.0,4.13,0.02,8.52,4.426213794140278
839,Turkey,2015,74.18,99.22,0.0,4.24,0.19,11.65,4.615736668940855
840,Turkey,2016,90.39,89.23,0.0,3.83,1.04,15.52,4.223073124080921
841,Turkey,2017,95.38,110.49,0.0,3.32,2.89,17.9,4.538578889646952
842,Turkey,2018,111.36,92.48,0.0,2.25,7.8,19.95,4.666884481453668
843,Ukraine,1990,111.93,49.89,76.18,50.11,0.0,0.0,1.0
844,Ukraine,1991,104.68,46.43,75.13,40.52,0.0,0.0,0.9282532816385823
845,Ukraine,1992,103.94,42.24,73.75,24.51,0.0,0.0,0.8503338114606652
846,Ukraine,1993,85.81,38.89,75.24,18.73,0.0,0.0,0.7418179802350103
847,Ukraine,1994,75.39,34.26,68.85,12.11,0.0,0.0,0.5815652874403334
848,Ukraine,1995,68.61,32.73,70.52,12.01,0.0,0.0,0.5191766083079982
849,Ukraine,1996,54.82,33.28,79.58,6.49,0.0,0.0,0.47506752841029787
850,Ukraine,1997,53.72,31.02,79.43,3.79,0.0,0.0,0.46847507995016235
851,Ukraine,1998,48.83,29.2,75.24,3.64,0.0,0.0,0.4672733084761741
852,Ukraine,1999,52.55,30.25,72.07,2.75,0.0,0.0,0.4741512590139468
853,Ukraine,2000,50.26,29.95,77.34,2.44,0.0,0.01,0.5105426316842819
854,Ukraine,2001,51.98,30.36,76.17,2.25,0.0,0.02,0.5668287947577035
855,Ukraine,2002,53.5,30.49,77.99,1.94,0.0,0.02,0.6071096955012313
856,Ukraine,2003,53.52,34.24,81.41,1.76,0.0,0.03,0.6760104451077161
857,Ukraine,2004,43.97,37.52,87.02,1.73,0.0,0.03,0.7684029743224545
858,Ukraine,2005,46.22,34.16,88.76,4.37,0.0,0.04,0.8052790596152256
859,Ukraine,2006,61.8,24.45,90.22,3.84,0.0,0.03,0.880733406670124
860,Ukraine,2007,68.06,22.45,92.54,2.62,0.0,0.05,0.9690392455344957
861,Ukraine,2008,68.38,19.31,89.84,3.23,0.0,0.05,1.0073738955955704
862,Ukraine,2009,62.97,11.69,82.92,3.92,0.0,0.04,0.869215271011245
863,Ukraine,2010,67.3,15.7,89.15,3.28,0.0,0.05,0.8860628668835496
864,Ukraine,2011,74.14,18.45,90.25,0.91,0.03,0.09,0.9501667719322056
865,Ukraine,2012,79.97,16.04,90.14,0.98,0.33,0.29,0.952419866319483
866,Ukraine,2013,80.13,13.98,83.21,1.28,0.57,0.64,0.9521866281028529
867,Ukraine,2014,69.54,12.71,88.39,1.17,0.43,1.37,0.8897511361443186
868,Ukraine,2015,55.34,10.1,87.63,1.47,0.48,1.31,0.802791339475185
869,Ukraine,2016,59.6,9.84,80.95,3.22,0.49,1.17,0.821374412684036
870,Ukraine,2017,47.82,7.39,85.58,2.75,0.74,1.82,0.8421141134823517
871,Ukraine,2018,47.71,10.58,84.4,2.52,1.1,1.4,0.869710224971805
872,United Kingdom,1985,177.163,2.896,61.095,48.307,0.001,0.0,1.0
873,United Kingdom,1986,201.361,1.743,59.079,31.235,0.001,0.0,1.0439368502102038
874,United Kingdom,1987,209.924,4.532,55.238,26.268,0.0,0.0,1.093609100607107
875,United Kingdom,1988,203.374,4.778,63.456,28.393,0.001,0.0,1.1481294922354588
876,United Kingdom,1989,199.938,4.949,71.734,29.442,0.0,0.009,1.1731884574315115
877,United Kingdom,1990,204.66,5.0,65.75,36.53,0.0,0.01,1.1777680833863478
878,United Kingdom,1991,209.53,5.82,70.54,30.13,0.0,0.01,1.1635073487986787
879,United Kingdom,1992,192.62,12.58,76.81,30.93,0.0,0.04,1.1665754357221692
880,United Kingdom,1993,169.78,34.04,89.35,22.78,0.0,0.22,1.1947288369925675
881,United Kingdom,1994,160.03,53.26,88.28,16.5,0.0,0.34,1.2399679709154587
882,United Kingdom,1995,153.84,63.74,88.96,19.07,0.0,0.39,1.26985518732247
883,United Kingdom,1996,145.22,84.09,94.67,19.66,0.0,0.49,1.301013314523252
884,United Kingdom,1997,119.72,110.96,98.15,13.41,0.0,0.67,1.3404459978254262
885,United Kingdom,1998,122.97,117.8,99.49,12.17,0.0,0.88,1.3819239698840484
886,United Kingdom,1999,106.18,142.9,95.13,11.42,0.0,0.85,1.4259607828260952
887,United Kingdom,2000,119.95,148.08,85.06,14.06,0.0,0.94,1.4779535014381817
888,United Kingdom,2001,131.46,141.91,90.09,11.77,0.0,0.96,1.5168329550982786
889,United Kingdom,2002,124.28,152.28,87.85,11.71,0.0,1.25,1.551758190664301
890,United Kingdom,2003,138.46,148.88,88.69,11.49,0.0,1.29,1.6040362387971254
891,United Kingdom,2004,131.79,157.06,80.0,10.93,0.0,1.94,1.6430349300542824
892,United Kingdom,2005,134.64,152.64,81.62,12.52,0.01,2.9,1.6903141239138024
893,United Kingdom,2006,148.85,140.83,75.45,14.04,0.01,4.22,1.731007362895987
894,United Kingdom,2007,135.94,165.79,63.03,12.37,0.01,5.27,1.7735681107607575
895,United Kingdom,2008,124.38,176.22,52.49,13.93,0.02,7.13,1.7607855942938198
896,United Kingdom,2009,103.04,166.5,69.1,12.88,0.02,9.28,1.683040220389629
897,United Kingdom,2010,107.59,175.65,62.14,10.5,0.04,10.29,1.7136469634141527
898,United Kingdom,2011,108.44,146.5,68.98,8.85,0.24,15.96,1.737851785513811
899,United Kingdom,2012,142.79,100.17,70.41,9.26,1.35,19.84,1.760686964398401
900,United Kingdom,2013,130.26,95.84,70.61,8.36,2.01,28.4,1.794331856789802
901,United Kingdom,2014,100.24,100.89,63.75,8.69,4.05,31.95,1.8491083580634298
902,United Kingdom,2015,75.88,99.88,70.34,9.41,7.53,40.27,1.8896505764261222
903,United Kingdom,2016,30.67,143.13,71.73,10.64,10.41,37.16,1.9242823829269806
904,United Kingdom,2017,22.53,136.75,70.34,9.71,11.46,49.65,1.9606913730111901
905,United Kingdom,2018,16.83,131.49,65.06,9.34,12.67,56.91,1.9869788032871847
906,United States,1985,1507.665,313.92,403.885,107.744,0.011,0.006,1.0
907,United States,1986,1490.141,267.213,435.83,146.865,0.014,0.004,1.0344330666733421
908,United States,1987,1573.958,293.141,479.232,127.411,0.011,0.004,1.0708195790101893
909,United States,1988,1656.616,271.829,554.708,160.107,0.009,0.001,1.1158534888455662
910,United States,1989,1711.443,379.171,557.216,176.73,0.253,2.133,1.1544684778276826
911,United States,1990,1725.155,400.823,607.223,135.979,0.371,2.817,1.174670305695172
912,United States,1991,1722.536,410.272,644.805,128.765,0.478,2.981,1.1737968110254202
913,United States,1992,1757.501,434.489,651.343,107.693,0.409,2.917,1.2155306819663163
914,United States,1993,1831.211,446.158,642.412,121.278,0.475,3.036,1.2489017735270662
915,United States,1994,1832.272,494.859,674.147,113.872,0.502,3.482,1.29932558488524
916,United States,1995,1853.007,533.396,708.844,80.166,0.514,3.196,1.3346583111220238
917,United States,1996,1945.754,489.307,710.241,87.539,0.541,3.267,1.3853135453058116
918,United States,1997,1998.243,515.482,661.731,99.521,0.533,3.321,1.4474847947347447
919,United States,1998,2029.041,571.244,709.16,138.495,0.525,3.056,1.5119012982980302
920,United States,1999,2037.863,598.275,766.583,126.947,0.518,4.533,1.5827329278063313
921,United States,2000,1966.27,614.99,753.89,116.02,0.49,5.59,1.6474988292375177
922,United States,2001,1903.96,639.13,768.83,135.59,0.54,6.74,1.663578987286791
923,United States,2002,1933.13,691.01,780.06,103.69,0.55,10.35,1.6932963145582134
924,United States,2003,1973.74,649.91,763.73,132.38,0.53,11.19,1.740829471071015
925,United States,2004,1978.3,710.1,788.53,129.88,0.58,14.14,1.806744497349756
926,United States,2005,2012.87,760.96,781.99,126.13,0.55,17.81,1.8671708879139894
927,United States,2006,1990.51,816.44,787.22,71.61,0.51,26.59,1.9169688722984082
928,United States,2007,2016.46,896.59,806.42,75.19,0.61,34.45,1.9510748445119568
929,United States,2008,1985.8,882.98,806.21,55.43,0.86,55.36,1.9453943329103898
930,United States,2009,1755.9,920.98,798.85,48.53,0.89,73.89,1.8913697528236448
931,United States,2010,1847.29,987.7,806.97,47.5,1.21,94.65,1.9391581668489333
932,United States,2011,1733.43,1013.69,790.2,41.81,1.82,120.18,1.9694672334972423
933,United States,2012,1514.04,1225.89,769.33,39.09,4.33,140.82,2.012684846984639
934,United States,2013,1581.11,1124.84,789.02,40.26,9.04,167.84,2.0455480866139206
935,United States,2014,1581.71,1126.61,797.17,43.69,28.92,181.65,2.0930705907527005
936,United States,2015,1352.4,1333.48,797.18,44.44,39.03,190.72,2.146394111474165
937,United States,2016,1239.15,1378.31,805.69,39.5,54.87,226.99,2.179407815886498
938,United States,2017,1205.84,1296.44,804.95,37.89,77.28,254.3,2.234485116835904
939,United States,2018,1149.49,1469.13,807.08,42.68,93.36,272.67,2.3036115675727356
